Sample	callRate	nCalled	nNotCalled	nHomRef	nHet	nHomVar	nSNP	nInsertion	nDeletion	nSingleton	nTransition	nTransversion	dpMean	dpStDev	gqMean	gqStDev	nNonRef	rTiTv	rHetHomVar	rInsertionDeletion
1607NIH	9.81186e-01	34317117	658009	29434684	3168349	1714084	5436241	550151	610125	3522	3625135	1811106	3.08058e+01	5.02891e+01	7.18885e+01	3.30851e+01	4882433	2.00161e+00	1.84842e+00	9.01702e-01
1602NIH	9.80846e-01	34305218	669908	29341754	3248913	1714551	5452675	582743	642595	4870	3636657	1816018	2.99797e+01	4.06176e+01	7.23668e+01	3.21718e+01	4963464	2.00254e+00	1.89491e+00	9.06859e-01
1517NIH	9.81202e-01	34317677	657449	29472619	3130588	1714470	5415079	550154	594294	38222	3612507	1802572	2.94590e+01	5.02336e+01	6.90937e+01	3.26545e+01	4845058	2.00408e+00	1.82598e+00	9.25727e-01
1632NIH	9.79492e-01	34257844	717282	29343024	3223764	1691056	5441547	561697	602631	2986	3632958	1808589	3.27877e+01	4.02429e+01	7.56803e+01	3.24951e+01	4914820	2.00873e+00	1.90636e+00	9.32075e-01
1612NIH	9.81027e-01	34311558	663568	29413471	3192289	1705798	5443010	550390	610485	46552	3631257	1811753	2.98886e+01	4.97965e+01	7.14083e+01	3.24671e+01	4898087	2.00428e+00	1.87143e+00	9.01562e-01
1799NIH	9.79345e-01	34252711	722415	29309212	3258104	1685395	5389820	599702	639372	8825	3592367	1797453	3.38990e+01	5.79229e+01	7.27475e+01	3.35754e+01	4943499	1.99859e+00	1.93314e+00	9.37955e-01
1358NIH	9.83168e-01	34386414	588712	29434762	3241145	1710507	5441511	578239	642409	38753	3625616	1815895	3.37267e+01	5.55766e+01	7.63589e+01	3.20655e+01	4951652	1.99660e+00	1.89484e+00	9.00110e-01
1494NIH	9.81907e-01	34342324	632802	29480853	3015380	1846091	5469434	597675	640450	2306	3645786	1823648	3.10827e+01	3.82825e+01	7.43029e+01	3.17940e+01	4861471	1.99917e+00	1.63339e+00	9.33211e-01
1618NIH	9.88486e-01	34572415	402711	29479050	3362629	1730736	5471975	660098	692027	9716	3635729	1836246	5.13711e+01	6.25437e+01	8.68074e+01	2.81337e+01	5093365	1.97998e+00	1.94289e+00	9.53862e-01
1285NIH2	9.77871e-01	34201169	773957	29294450	3204509	1702210	5443515	535639	629775	17162	3630774	1812741	3.28740e+01	5.53855e+01	7.40210e+01	3.31890e+01	4906719	2.00292e+00	1.88256e+00	8.50524e-01
1244NIH	9.89234e-01	34598578	376548	29527950	3201590	1869038	5571822	673984	693859	4798	3698378	1873444	6.88799e+01	7.91981e+01	8.82257e+01	2.69928e+01	5070628	1.97411e+00	1.71296e+00	9.71356e-01
1349NIH	9.85952e-01	34483778	491348	29469760	3257105	1756913	5492678	609843	668410	22473	3657104	1835574	4.27122e+01	6.31453e+01	8.30364e+01	3.06896e+01	5014018	1.99235e+00	1.85388e+00	9.12379e-01
1837NIH	9.89628e-01	34612361	362765	29458256	3453752	1700353	5472939	693994	687525	6274	3633870	1839069	8.60920e+01	6.61652e+01	8.93789e+01	2.63196e+01	5154105	1.97593e+00	2.03120e+00	1.00941e+00
1616NIH	9.84957e-01	34448984	526142	29373106	3374485	1701393	5487689	616423	673158	23934	3648850	1838839	3.54823e+01	5.20298e+01	7.95327e+01	3.13718e+01	5075878	1.98432e+00	1.98337e+00	9.15718e-01
1520NIH	9.84736e-01	34441279	533847	29442836	3252405	1746038	5454341	607844	682296	37164	3631099	1823242	3.51983e+01	5.44939e+01	7.84931e+01	3.16642e+01	4998443	1.99156e+00	1.86273e+00	8.90880e-01
1848NIH	9.88220e-01	34563103	412023	28874834	3953218	1735051	5962773	717835	742711	10136	3959831	2002942	6.38241e+01	5.78481e+01	8.80038e+01	2.73212e+01	5688269	1.97701e+00	2.27844e+00	9.66506e-01
1759NIH	9.78561e-01	34225290	749836	29321236	3165388	1738666	5447545	566207	628968	16379	3637126	1810419	3.01087e+01	4.60889e+01	7.22120e+01	3.20295e+01	4904054	2.00900e+00	1.82058e+00	9.00216e-01
1784NIH	9.83404e-01	34394685	580441	29437620	3184973	1772092	5486731	592325	650101	3129	3646560	1840171	3.46355e+01	5.49918e+01	7.87667e+01	3.17353e+01	4957065	1.98164e+00	1.79730e+00	9.11128e-01
991NIH	9.82892e-01	34376785	598341	29451534	3241128	1684123	5400135	573322	635914	3808	3599539	1800596	3.92933e+01	6.14517e+01	8.06521e+01	3.12811e+01	4925251	1.99908e+00	1.92452e+00	9.01572e-01
361NIH	9.86552e-01	34504791	470335	29392885	3416618	1695288	5474147	650556	682490	14800	3634906	1839241	5.01260e+01	5.27544e+01	8.69069e+01	2.80375e+01	5111906	1.97631e+00	2.01536e+00	9.53210e-01
1589NIH	9.82075e-01	34348183	626943	29468089	2994320	1885774	5483570	597555	684743	14963	3651993	1831577	3.07199e+01	5.31395e+01	7.20060e+01	3.22048e+01	4880094	1.99391e+00	1.58785e+00	8.72670e-01
1459NIH	9.82499e-01	34363015	612111	29378019	3186167	1798829	5489587	611323	682914	13816	3652428	1837159	2.95295e+01	4.24228e+01	7.22715e+01	3.12433e+01	4984996	1.98808e+00	1.77125e+00	8.95168e-01
1288NIH	9.88146e-01	34560545	414581	29396701	3428210	1735634	5517945	671511	710021	3970	3666456	1851489	6.18453e+01	5.75209e+01	8.73995e+01	2.77891e+01	5163844	1.98027e+00	1.97519e+00	9.45762e-01
1780NIH	9.82579e-01	34365828	609298	28582684	4120264	1662880	6110588	638155	697280	416076	4080204	2030384	3.35911e+01	5.39404e+01	7.76302e+01	3.16142e+01	5783144	2.00957e+00	2.47779e+00	9.15206e-01
1661NIH	9.88807e-01	34583641	391485	29441589	3416687	1725365	5483844	681313	702258	14832	3636629	1847215	6.84648e+01	7.00410e+01	8.86274e+01	2.66472e+01	5142052	1.96871e+00	1.98027e+00	9.70175e-01
572NIH	9.88633e-01	34577563	397563	29465867	3361252	1750444	5494306	677023	690810	5571	3645621	1848685	6.10506e+01	5.68030e+01	8.76939e+01	2.75023e+01	5111696	1.97201e+00	1.92023e+00	9.80042e-01
1251NIH	9.81340e-01	34322480	652646	29327872	3270031	1724577	5489609	586871	642705	15021	3657156	1832453	3.09557e+01	4.89166e+01	7.31528e+01	3.22247e+01	4994608	1.99577e+00	1.89614e+00	9.13127e-01
1421NIH	9.80773e-01	34302674	672452	29424686	3058463	1819525	5500510	570685	626317	3091	3670883	1829627	3.34899e+01	5.72956e+01	7.53051e+01	3.25976e+01	4877988	2.00636e+00	1.68091e+00	9.11176e-01
1497NIH	9.82583e-01	34365955	609171	29345987	3328047	1691921	5465093	595534	651261	14146	3632115	1832978	3.01277e+01	4.62514e+01	7.27535e+01	3.16603e+01	5019968	1.98154e+00	1.96702e+00	9.14432e-01
1651NIH	9.83169e-01	34386477	588649	29429941	3259101	1697435	5418474	591878	643616	11455	3606272	1812202	3.10919e+01	3.97740e+01	7.41729e+01	3.19436e+01	4956536	1.98999e+00	1.92002e+00	9.19614e-01
1631NIH	9.80008e-01	34275915	699211	29297393	3210453	1768069	5564218	564728	617644	38601	3716150	1848068	2.97999e+01	5.05940e+01	7.08016e+01	3.23177e+01	4978522	2.01083e+00	1.81580e+00	9.14326e-01
2609NIH	9.84543e-01	34434515	540611	29399605	3303138	1731772	5445944	620418	700319	36890	3624257	1821687	3.07783e+01	4.80662e+01	7.32467e+01	3.15803e+01	5034910	1.98951e+00	1.90737e+00	8.85908e-01
1052NIH	9.82168e-01	34351455	623671	29425419	3079022	1847014	5476419	607871	688757	3048	3651388	1825031	3.02873e+01	4.92307e+01	7.22987e+01	3.14809e+01	4926036	2.00073e+00	1.66703e+00	8.82562e-01
1245NIH	9.78182e-01	34212029	763097	29409298	3032684	1770047	5433337	543593	595845	9977	3633051	1800286	2.82925e+01	3.73046e+01	7.00286e+01	3.18564e+01	4802731	2.01804e+00	1.71334e+00	9.12306e-01
1418NIH	9.87491e-01	34537638	437488	29432296	3291773	1813569	5544307	669094	705510	4235	3684494	1859813	5.00735e+01	5.30529e+01	8.59803e+01	2.86616e+01	5105342	1.98111e+00	1.81508e+00	9.48383e-01
1835NIH	9.85718e-01	34475609	499517	29479253	3296966	1699390	5448347	598786	648613	13721	3629134	1819213	3.67651e+01	5.16521e+01	7.77002e+01	3.20394e+01	4996356	1.99489e+00	1.94009e+00	9.23179e-01
1673NIH	9.82574e-01	34365658	609468	29408407	3262415	1694836	5433338	577028	641721	20671	3618041	1815297	3.44955e+01	5.61373e+01	7.78198e+01	3.20780e+01	4957251	1.99308e+00	1.92491e+00	8.99188e-01
1613NIH	9.85925e-01	34482839	492287	29582437	3143080	1757322	5406904	593926	656894	10404	3608358	1798546	4.21933e+01	5.91604e+01	8.31716e+01	3.04356e+01	4900402	2.00626e+00	1.78856e+00	9.04143e-01
1044NIH	9.87462e-01	34536623	438503	29491692	3196068	1848863	5527681	664021	702092	3660	3670648	1857033	4.97280e+01	5.04802e+01	8.61041e+01	2.87222e+01	5044931	1.97662e+00	1.72867e+00	9.45775e-01
1588NIH	9.80335e-01	34287346	687780	29343336	3253425	1690585	5450869	558925	624801	13937	3636320	1814549	3.03415e+01	5.06336e+01	7.24497e+01	3.19628e+01	4944010	2.00398e+00	1.92444e+00	8.94565e-01
1523NIH	9.83012e-01	34380967	594159	29365283	3314592	1701092	5488922	583016	644838	46945	3657769	1831153	3.21548e+01	5.35472e+01	7.48749e+01	3.21013e+01	5015684	1.99752e+00	1.94851e+00	9.04128e-01
190NIH	9.82731e-01	34371144	603982	29032750	3680479	1657915	5715119	607046	674143	4575	3806962	1908157	3.18327e+01	4.93531e+01	7.50710e+01	3.20609e+01	5338394	1.99510e+00	2.21994e+00	9.00471e-01
1772NIH	9.80076e-01	34278276	696850	29420170	3083486	1774620	5445326	560073	627327	2214	3635712	1809614	3.08357e+01	4.92339e+01	7.32954e+01	3.20280e+01	4858106	2.00911e+00	1.73755e+00	8.92793e-01
611NIH	9.81424e-01	34325421	649705	29340386	3296608	1688427	5417070	596116	660275	40203	3608391	1808679	2.94560e+01	3.84000e+01	7.20589e+01	3.18030e+01	4985035	1.99504e+00	1.95247e+00	9.02830e-01
1860NIH	9.81362e-01	34323268	651858	29336600	3153938	1832730	5542921	607419	669058	22821	3687481	1855440	2.92865e+01	3.72503e+01	7.21027e+01	3.13035e+01	4986668	1.98739e+00	1.72090e+00	9.07872e-01
2406NIH	9.83919e-01	34412694	562432	29461112	3257351	1694231	5419273	580615	645925	19730	3611877	1807396	3.57987e+01	5.87671e+01	7.95434e+01	3.16010e+01	4951582	1.99839e+00	1.92261e+00	8.98889e-01
1659NIH	9.74870e-01	34096205	878921	29250227	3121256	1724722	5388627	558468	623603	11221	3594340	1794287	3.24850e+01	6.30508e+01	7.13382e+01	3.42564e+01	4845978	2.00321e+00	1.80972e+00	8.95551e-01
1660NIH	9.81145e-01	34315674	659452	29431392	3180987	1703295	5407424	564846	615307	2724	3606627	1800797	2.94724e+01	4.76065e+01	7.05426e+01	3.15658e+01	4884282	2.00279e+00	1.86755e+00	9.17991e-01
1449NIH	9.81919e-01	34342738	632388	29400102	3170370	1772266	5470800	590002	654100	22908	3647278	1823522	3.41444e+01	5.29031e+01	7.71281e+01	3.18960e+01	4942636	2.00013e+00	1.78888e+00	9.02006e-01
1755NIH	9.80898e-01	34307041	668085	29334243	3219781	1753017	5439318	604058	682436	11865	3633482	1805836	3.10901e+01	3.93534e+01	7.40645e+01	3.20944e+01	4972798	2.01208e+00	1.83671e+00	8.85150e-01
1511NIH	9.82156e-01	34351024	624102	29408078	3228285	1714661	5436625	575721	645261	38173	3621513	1815112	3.20588e+01	5.52678e+01	7.44980e+01	3.23085e+01	4942946	1.99520e+00	1.88275e+00	8.92230e-01
1257NIH	9.80429e-01	34290619	684507	29431959	2998725	1859935	5482678	589661	646255	3170	3646930	1835748	2.96508e+01	3.80010e+01	7.19819e+01	3.18311e+01	4858660	1.98662e+00	1.61227e+00	9.12428e-01
1756NIH	9.82220e-01	34353273	621853	29321816	3274814	1756643	5471748	615412	700938	3151	3647623	1824125	3.06413e+01	4.19110e+01	7.33634e+01	3.17875e+01	5031457	1.99966e+00	1.86425e+00	8.77984e-01
1674NIH	9.81754e-01	34336966	638160	29442716	3154078	1740172	5421189	575725	637508	19437	3605682	1815507	3.16274e+01	5.31545e+01	7.32194e+01	3.27000e+01	4894250	1.98605e+00	1.81251e+00	9.03087e-01
1846NIH	9.86439e-01	34500841	474285	29296282	3478780	1725779	5604424	630108	695805	50825	3734303	1870121	4.39320e+01	6.56162e+01	8.42895e+01	2.95762e+01	5204559	1.99682e+00	2.01577e+00	9.05581e-01
2076NIH	9.81981e-01	34344925	630201	28815436	3842342	1687147	5898889	626967	690779	68964	3928427	1970462	3.28852e+01	4.65915e+01	7.54849e+01	3.25744e+01	5529489	1.99366e+00	2.27742e+00	9.07623e-01
2606NIH	9.81720e-01	34335766	639360	29348940	3283634	1703192	5396401	611337	682279	36052	3594533	1801868	2.78159e+01	3.80534e+01	7.01530e+01	3.07538e+01	4986826	1.99489e+00	1.92793e+00	8.96022e-01
1420NIH	9.79978e-01	34274851	700275	29354888	3222640	1697323	5468830	549192	599264	15573	3651897	1816933	2.99086e+01	4.75119e+01	7.18793e+01	3.23417e+01	4919963	2.00992e+00	1.89866e+00	9.16444e-01
335NIH	9.88432e-01	34570525	404601	29389790	3429406	1751329	5531984	699560	700518	6966	3663896	1868088	9.27298e+01	6.92665e+01	8.98168e+01	2.57627e+01	5180735	1.96131e+00	1.95817e+00	9.98632e-01
1592NIH	9.81751e-01	34336869	638257	29317501	3250989	1768379	5507957	610025	669765	9748	3665636	1842321	3.13582e+01	3.79553e+01	7.54627e+01	3.17201e+01	5019368	1.98968e+00	1.83840e+00	9.10805e-01
1854NIH	9.80919e-01	34307749	667377	29403077	3160183	1744489	5468983	560205	619972	17633	3648228	1820755	2.95702e+01	5.19458e+01	6.99308e+01	3.29677e+01	4904672	2.00369e+00	1.81152e+00	9.03597e-01
2598NIH	9.84303e-01	34426113	549013	29450660	3264984	1710469	5431694	598267	655961	6071	3619586	1812108	3.57210e+01	5.36526e+01	7.98597e+01	3.12449e+01	4975453	1.99744e+00	1.90882e+00	9.12047e-01
394NIH	9.87457e-01	34536442	438684	29349743	3454169	1732530	5529745	674977	714506	5235	3670543	1859202	4.90571e+01	4.81086e+01	8.65176e+01	2.81186e+01	5186699	1.97426e+00	1.99371e+00	9.44676e-01
1489NIH	9.81607e-01	34331812	643314	29320175	3318315	1693322	5469401	588757	646801	29342	3639572	1829829	2.92679e+01	4.49573e+01	7.15775e+01	3.15058e+01	5011637	1.98902e+00	1.95965e+00	9.10260e-01
1289NIH	9.80963e-01	34309294	665832	29352854	3247130	1709310	5458697	570700	636350	23734	3638521	1820176	3.10044e+01	4.43872e+01	7.35561e+01	3.24544e+01	4956440	1.99899e+00	1.89967e+00	8.96834e-01
2403NIH	9.83248e-01	34389236	585890	29350193	3316204	1722839	5472055	610645	679180	15230	3649988	1822067	3.53613e+01	4.27572e+01	7.85391e+01	3.19476e+01	5039043	2.00321e+00	1.92485e+00	8.99092e-01
507NIH	9.81247e-01	34319251	655875	29399293	3195776	1724182	5412474	584052	647613	1919	3610217	1802257	2.94538e+01	3.76336e+01	7.24155e+01	3.11663e+01	4919958	2.00316e+00	1.85350e+00	9.01853e-01
849NIH	9.87959e-01	34553985	421141	29425528	3385696	1742761	5487278	672786	711153	8514	3642882	1844396	5.49592e+01	5.20581e+01	8.66612e+01	2.83087e+01	5128457	1.97511e+00	1.94272e+00	9.46050e-01
189NIH	9.79420e-01	34255326	719800	28901197	3627358	1726771	5801991	605899	673009	48469	3861040	1940951	2.96231e+01	3.79484e+01	7.18235e+01	3.26990e+01	5354129	1.98925e+00	2.10066e+00	9.00284e-01
756NIH	9.87553e-01	34539795	435331	29127829	3753539	1658427	5669187	675829	725377	6124	3768543	1900644	4.94814e+01	5.09194e+01	8.64142e+01	2.84363e+01	5411966	1.98277e+00	2.26331e+00	9.31693e-01
891NIH	9.81579e-01	34330863	644263	29391045	3205122	1734696	5431902	584834	657778	11698	3619548	1812354	3.30691e+01	5.22159e+01	7.54943e+01	3.23856e+01	4939818	1.99715e+00	1.84766e+00	8.89105e-01
228NIH	9.80396e-01	34289464	685662	29416978	3131013	1741473	5421220	563441	629297	7536	3613800	1807420	3.20207e+01	5.23887e+01	7.47111e+01	3.23598e+01	4872486	1.99942e+00	1.79791e+00	8.95350e-01
